time,KPI.ST_PpSL_PeakPower_On_MEAN.1h.median,KPI.ST_PPSL_PK2PK_MEAN.1h.median,KPI.ST_PPSL_PRELASE_MEAN.1h.median,KPI.ST_PPSL_PZT_THREESIGMA.1h.median,KPI.ST_PPSL_PK2PK_THREESIGMA.1h.median,KPI.ST_PpSL_PeakPower_Off_THREESIGMA.1h.median,KPI.ST_PPSL_PK2PK_OutOfSpec.1h.median,KPI.ST_PPSL_PEAKPOWER_MEAN.1h.median
2018-04-01 23:00:00+00:00,0,-100,7.80E-06,0,0,0.711516,0,-42.8413
2018-04-02 00:00:00+00:00,0,-100,7.56E-06,0,0,0.7102075,0,-42.5352
2018-04-02 01:00:00+00:00,0,-100,7.45E-06,0,0,0.6833635,0,-42.2912
2018-04-02 02:00:00+00:00,0,-100,7.54E-06,0,0,0.710645,0,-42.50575
2018-04-02 03:00:00+00:00,0,-100,7.60E-06,0,0,0.6978125,0,-42.58305
2018-04-02 04:00:00+00:00,0,-100,7.64E-06,0,0,0.6940595,0,-42.64865
2018-04-02 05:00:00+00:00,0,1.72953,5.17E-06,0,0.924795,15.7028,0.5,1037.83
2018-04-02 06:00:00+00:00,0,1.19319,5.50E-06,0,0.3856095,10.21555,0,1041.925
2018-04-02 07:00:00+00:00,0,1.22747,5.42E-06,0,0.4321475,10.30395,0,1044.58
2018-04-02 10:00:00+00:00,0,1.18585,5.57E-06,0.3181445,0.3894465,10.643,0,1048.33
2018-04-02 11:00:00+00:00,0,1.18384,5.71E-06,0.318145,0.37448,10.414,0,1045.12
2018-04-02 12:00:00+00:00,0,1.18931,5.55E-06,0.318145,0.396265,10.8467,0,1049.4
2018-04-02 13:00:00+00:00,0,1.186195,5.60E-06,0.3181465,0.388497,10.6574,0,1048.275
2018-04-02 14:00:00+00:00,0,1.189675,5.65E-06,0.318143,0.379001,10.66485,0,1045.345
2018-04-02 15:00:00+00:00,0,1.18439,5.81E-06,0.318145,0.3685875,10.36405,0,1039.38
2018-04-02 20:00:00+00:00,0,1.52217,5.16E-06,0.318145,0.745654,13.0488,0,998.489
2018-04-02 21:00:00+00:00,0,-100,7.54E-06,0,0,0.7081575,0,-42.52335
2018-04-02 22:00:00+00:00,0,-100,7.54E-06,0,0,0.7042775,0,-42.52605
2018-04-02 23:00:00+00:00,0,-100,7.61E-06,0,0,0.694618,0,-42.61875
2018-04-03 00:00:00+00:00,0,-100,7.65E-06,0,0,0.698307,0,-42.667
2018-04-03 01:00:00+00:00,0,-100,7.64E-06,0,0,0.7031555,0,-42.64895
2018-04-03 02:00:00+00:00,0,-100,7.65E-06,0,0,0.6920815,0,-42.6614
2018-04-03 03:00:00+00:00,0,-100,7.46E-06,0,0,0.687463,0,-42.3983
2018-04-03 04:00:00+00:00,0,-100,7.51E-06,0,0,0.706363,0,-42.4926
2018-04-03 05:00:00+00:00,0,-100,7.57E-06,0,0,0.704142,0,-42.57205
2018-04-03 06:00:00+00:00,0,-100,7.56E-06,0,0,0.7018005,0,-42.5501
2018-04-03 07:00:00+00:00,0,-100,7.44E-06,0,0,0.690798,0,-42.31125
2018-04-03 08:00:00+00:00,0,-100,7.48E-06,0,0,0.690974,0,-42.4141
2018-04-03 09:00:00+00:00,0,-100,7.56E-06,0,0,0.69399,0,-42.5479
2018-04-03 10:00:00+00:00,0,-100,7.58E-06,0,0,0.712641,0,-42.57965
2018-04-03 11:00:00+00:00,0,-100,7.63E-06,0,0,0.702166,0,-42.6427
2018-04-03 12:00:00+00:00,0,-100,7.61E-06,0,0,0.691539,0,-42.6245
2018-04-03 13:00:00+00:00,0,-100,7.64E-06,0,0,0.714642,0,-42.6518
2018-04-03 14:00:00+00:00,0,-100,7.72E-06,0,0,0.703212,0,-42.75385
2018-04-03 15:00:00+00:00,0,-100,7.65E-06,0,0,0.691316,0,-42.6719
2018-04-03 16:00:00+00:00,0,-100,7.61E-06,0,0,0.696894,0,-42.6145
2018-04-03 17:00:00+00:00,0,-100,7.55E-06,0,0,0.701407,0,-42.5243
2018-04-03 18:00:00+00:00,0,-100,7.57E-06,0,0,0.703752,0,-42.566
2018-04-03 19:00:00+00:00,0,-100,7.51E-06,0,0,0.697253,0,-42.4729
2018-04-04 14:00:00+00:00,0,1.95479,5.16E-06,0.318152,2.08659,52.684,124,1172.64
2018-04-04 15:00:00+00:00,0,7.04999,2.70E-06,0.3181485,6.30214,42.9815,29314,1078.005
2018-04-04 16:00:00+00:00,0,1.22872,6.09E-06,0.318149,0.3903815,14.87755,0,1081.855
2018-04-04 17:00:00+00:00,0,1.23104,6.00E-06,0.318161,0.388596,11.2375,0,1089.41
2018-04-04 18:00:00+00:00,0,4.081775,4.97E-06,0.3182505,2.23647,24.709,3544,1122.17
2018-04-04 19:00:00+00:00,0,1.243425,6.14E-06,0.3182505,0.392303,10.8389,0,1082.44
2018-04-04 20:00:00+00:00,0,1.24278,6.11E-06,0.3182505,0.3938975,10.62165,0,1076.71
2018-04-04 21:00:00+00:00,0,1.242885,6.07E-06,0.318252,0.39405,10.6162,0,1076.125
2018-04-04 22:00:00+00:00,0,1.23566,6.09E-06,0.318249,0.3969435,10.587,0,1075.07
2018-04-04 23:00:00+00:00,0,1.24955,6.02E-06,0.318252,0.395613,10.74625,0,1076.625
2018-04-05 00:00:00+00:00,0,1.239755,6.06E-06,0.318249,0.398144,10.6273,0,1075.195
2018-04-05 01:00:00+00:00,0,1.251895,6.02E-06,0.3182525,0.398301,10.7193,0,1076.82
2018-04-05 04:00:00+00:00,0,-100,7.65E-06,0,0,0.712564,0,-42.674
2018-04-05 05:00:00+00:00,0,-100,7.53E-06,0,0,0.695542,0,-42.51525
2018-04-05 06:00:00+00:00,0,2.097215,4.77E-06,0.318242,2.775865,27.57405,927.5,1015.465
2018-04-05 07:00:00+00:00,0,1.24637,5.89E-06,0.318251,0.423447,13.6283,0,1023.47
2018-04-05 08:00:00+00:00,0,1.27105,6.08E-06,0.318146,0.412993,15.1995,0,1010.76
2018-04-05 09:00:00+00:00,0,1.26917,6.07E-06,0.318146,0.4129975,16.54855,0,1008.695
2018-04-05 10:00:00+00:00,0,1.26923,6.05E-06,0.3181465,0.410384,16.4821,0,1010.84
2018-04-05 11:00:00+00:00,0,1.249505,6.20E-06,0.3181495,0.4115195,16.09185,0,1004.49
2018-04-05 12:00:00+00:00,0,1.25948,6.16E-06,0.318149,0.412528,15.99,0,1007.77
2018-04-06 04:00:00+00:00,0,-100,7.82E-06,0.318222,0,0.6896385,0,-9.10407
2018-04-06 05:00:00+00:00,0,-100,7.71E-06,0.3182495,0,0.6876725,0,-8.948485
2018-04-06 06:00:00+00:00,0,-100,7.75E-06,0.31825,0,0.7043465,0,-8.89279
2018-04-06 07:00:00+00:00,0,1.08621,7.10E-06,0.3607045,0.383084,20.3251,0,961.3235
2018-04-06 08:00:00+00:00,0,1.14702,6.90E-06,0.362846,0.3918005,23.8515,0,924.1705
2018-04-06 09:00:00+00:00,0,5.194705,6.90E-06,0.3429245,0.8350775,5.52179,18847.5,304.221
2018-04-06 12:00:00+00:00,0,4.74469,6.85E-06,0.339899,0.683712,5.950165,3979.5,308.84
2018-04-06 13:00:00+00:00,0,1.307305,6.90E-06,0.3569745,0.4710285,6.51972,0,298.814
2018-04-06 14:00:00+00:00,0,1.27953,7.09E-06,0.350294,0.4432235,6.636445,0,291.7475
2018-04-06 15:00:00+00:00,0,1.25913,6.90E-06,0.3495465,0.441601,6.20169,0,305.894
2018-04-06 16:00:00+00:00,0,1.26365,7.14E-06,0.351395,0.438272,6.50562,0,294.213
2018-04-06 17:00:00+00:00,0,1.27299,7.07E-06,0.349245,0.44385,6.43599,0,293.7065
2018-04-06 20:00:00+00:00,0,1.28238,6.79E-06,0.348843,0.452569,6.85576,0,302.464
2018-04-06 21:00:00+00:00,0,1.25764,7.01E-06,0.3513895,0.441637,6.396855,0,302.877
2018-04-06 22:00:00+00:00,0,1.273285,6.85E-06,0.3485315,0.452816,6.41326,0,305.591
2018-04-06 23:00:00+00:00,0,1.2679,6.87E-06,0.3487265,0.452256,6.44175,0,305.6205
2018-04-07 00:00:00+00:00,0,1.28342,6.85E-06,0.3489855,0.463788,6.36541,0,305.391
2018-04-07 01:00:00+00:00,0,1.267405,6.89E-06,0.349123,0.4582875,6.170315,0,304.083
2018-04-07 02:00:00+00:00,0,1.28742,6.84E-06,0.349794,0.4644645,6.533495,0,303.4585
2018-04-07 03:00:00+00:00,0,1.28333,6.88E-06,0.349983,0.462149,6.255035,0,301.355
2018-04-07 04:00:00+00:00,0,1.29093,6.83E-06,0.3494125,0.465803,6.54095,0,304.335
2018-04-07 05:00:00+00:00,0,1.260555,6.93E-06,0.349974,0.4633615,5.94163,0,307.31
2018-04-07 06:00:00+00:00,0,1.29314,6.92E-06,0.348651,0.464084,6.32572,0,297.602
2018-04-07 07:00:00+00:00,0,1.25741,6.92E-06,0.350912,0.475853,6.50797,0,303.159
2018-04-07 08:00:00+00:00,0,1.060265,7.17E-06,0.3516135,0.4961035,6.80741,0,293.143
2018-04-07 09:00:00+00:00,0,0.9787535,6.98E-06,0.360152,0.3885225,7.216985,0,314.8965
2018-04-07 10:00:00+00:00,0,0.95138,7.15E-06,0.3544255,0.374438,6.49083,0,317.611
2018-04-07 11:00:00+00:00,0,0.96316,7.14E-06,0.3518465,0.385215,6.50572,0,316.772
2018-04-07 12:00:00+00:00,0,1.05992,7.13E-06,0.3542025,0.4025055,6.583835,0,317.7275
2018-04-07 13:00:00+00:00,0,0.952348,7.15E-06,0.349724,0.375934,6.32938,0,317.5985
2018-04-07 14:00:00+00:00,0,0.9647085,7.09E-06,0.349987,0.385207,6.738975,0,315.155
2018-04-07 15:00:00+00:00,0,0.984385,7.12E-06,0.3540865,0.4231135,6.17804,0,310.499
2018-04-07 16:00:00+00:00,0,0.964954,7.17E-06,0.352664,0.405405,5.82921,0,315.453
2018-04-07 17:00:00+00:00,0,0.9966575,7.00E-06,0.3548795,0.4213985,6.77698,0,308.7065
2018-04-07 18:00:00+00:00,0,0.974462,7.09E-06,0.356293,0.408156,6.37509,0,312.163
2018-04-07 19:00:00+00:00,0,0.9798055,7.12E-06,0.3546995,0.4057645,6.17759,0,313.289
2018-04-07 20:00:00+00:00,0,1.132265,7.13E-06,0.352266,0.4071225,5.94579,0,313.33
2018-04-07 21:00:00+00:00,0,1.02702,6.85E-06,0.344289,0.405482,6.00748,0,325.213
2018-04-07 22:00:00+00:00,0,1.019995,6.86E-06,0.342269,0.399241,6.07687,0,325.0915
2018-04-07 23:00:00+00:00,0,1.09961,7.09E-06,0.35413,0.400597,6.29071,0,314.916
2018-04-08 00:00:00+00:00,0,1.14425,7.10E-06,0.359641,0.41472,6.04563,0,313.74
2018-04-08 01:00:00+00:00,0,1.130555,7.15E-06,0.351616,0.40438,5.80117,0,314.269
2018-04-08 02:00:00+00:00,0,1.14366,7.09E-06,0.3495865,0.4118125,6.05414,0,312.2225
2018-04-08 03:00:00+00:00,0,1.129675,7.16E-06,0.349105,0.4043715,5.718815,0,314.54
2018-04-08 04:00:00+00:00,0,1.122475,7.19E-06,0.350948,0.4008185,5.57793,0,315.886
2018-04-08 05:00:00+00:00,0,1.12146,7.20E-06,0.3507895,0.402153,5.61421,0,315.8985
2018-04-08 06:00:00+00:00,0,1.12192,7.19E-06,0.3517125,0.40333,5.625425,0,315.55
2018-04-08 07:00:00+00:00,0,1.13254,7.12E-06,0.353296,0.4068155,6.108645,0,312.933
2018-04-08 08:00:00+00:00,0,0.960399,7.17E-06,0.355058,0.3933935,6.10175,0,314.468
2018-04-08 09:00:00+00:00,0,0.967531,7.13E-06,0.3544845,0.403032,6.107975,0,313.7035
2018-04-08 10:00:00+00:00,0,0.959511,7.20E-06,0.3545255,0.395763,5.709035,0,316.198
2018-04-08 11:00:00+00:00,0,0.966397,7.15E-06,0.35609,0.402799,6.07424,0,314.38
2018-04-08 12:00:00+00:00,0,1.12804,7.20E-06,0.354495,0.412022,5.6159,0,313.407
2018-04-08 13:00:00+00:00,0,1.12825,7.20E-06,0.3506155,0.4042955,5.587575,0,314.0695
2018-04-08 14:00:00+00:00,0,0.9657315,7.19E-06,0.351996,0.402509,5.765675,0,315.278
2018-04-08 15:00:00+00:00,0,0.9655655,7.15E-06,0.3523135,0.4024355,6.02338,0,314.0765
2018-04-08 16:00:00+00:00,0,0.9622135,7.18E-06,0.3523505,0.400482,5.797395,0,315.0125
2018-04-08 17:00:00+00:00,0,0.960605,7.19E-06,0.353578,0.398752,5.7405,0,315.955
2018-04-08 18:00:00+00:00,0,0.96066,7.16E-06,0.353281,0.396591,6.12558,0,315.498
2018-04-08 19:00:00+00:00,0,0.9607335,7.19E-06,0.3520965,0.400055,5.770055,0,315.854
2018-04-08 20:00:00+00:00,0,0.9764325,7.09E-06,0.3514405,0.4063165,6.040005,0,317.6295
2018-04-08 21:00:00+00:00,0,0.969135,7.13E-06,0.3509065,0.405574,5.945035,0,315.1705
2018-04-08 22:00:00+00:00,0,1.00221,6.90E-06,0.3439035,0.407613,5.57692,0,327.7545
2018-04-08 23:00:00+00:00,0,1.01549,6.88E-06,0.342246,0.4057975,5.92097,0,325.9065
2018-04-09 00:00:00+00:00,0,1.10355,7.17E-06,0.347326,0.399369,5.58354,0,318.427
2018-04-09 01:00:00+00:00,0,1.022485,7.04E-06,0.3499435,0.4114495,5.930265,0,324.445
2018-04-09 04:00:00+00:00,0,1.13978,7.12E-06,0.3515075,0.4126975,5.910035,0,315.474
2018-04-09 05:00:00+00:00,0,1.130885,7.16E-06,0.3474695,0.411338,5.53384,0,317.329
2018-04-09 06:00:00+00:00,0,1.163705,6.86E-06,0.343935,0.4185645,5.701365,0,325.536
2018-04-09 07:00:00+00:00,0,1.139435,7.12E-06,0.346189,0.413014,5.94073,0,312.546
2018-04-09 08:00:00+00:00,0,0.975054,7.10E-06,0.349418,0.406196,5.86853,0,313.188
2018-04-09 09:00:00+00:00,0,1.12355,6.92E-06,0.344201,0.4058605,5.48611,0,326.2105
2018-04-09 10:00:00+00:00,0,1.147255,6.91E-06,0.3457775,0.4132895,5.642595,0,323.931
2018-04-09 11:00:00+00:00,0,1.16053,6.87E-06,0.3416,0.41517,5.48091,0,327.022
2018-04-09 12:00:00+00:00,0,1.12972,6.92E-06,0.349573,0.406622,5.58067,0,323.9
2018-04-09 13:00:00+00:00,0,0.9739215,7.09E-06,0.349028,0.4047885,6.02094,0,316.7875
2018-04-09 14:00:00+00:00,0,0.9739765,7.09E-06,0.350256,0.40367,6.03041,0,314.57
2018-04-09 15:00:00+00:00,0,1.004285,6.91E-06,0.3405055,0.4031295,5.2163,0,328.5795
2018-04-09 16:00:00+00:00,0,0.9957865,6.92E-06,0.3418565,0.4011245,5.854925,0,326.017
2018-04-09 17:00:00+00:00,0,1.00308,6.94E-06,0.349441,0.4023765,5.916675,0,322.772
2018-04-09 18:00:00+00:00,0,0.99994,6.91E-06,0.343765,0.4025535,5.67087,0,326.74
2018-04-09 19:00:00+00:00,0,1.009375,6.90E-06,0.3462785,0.403193,5.907385,0,324.7955
2018-04-09 20:00:00+00:00,0,1.02319,6.86E-06,0.34169,0.404462,5.7552,0,326.383
2018-04-09 21:00:00+00:00,0,27.39065,7.87E-06,0,19.79225,0.234685,29872,1.54068
2018-04-09 22:00:00+00:00,0,27.06585,7.83E-06,0,18.0584,0.2294155,29940.5,1.5612
2018-04-09 23:00:00+00:00,0,26.9959,7.82E-06,0,17.76775,0.226004,29928,1.564595
2018-04-10 00:00:00+00:00,0,27.06925,7.80E-06,0,16.6501,0.2302905,29934.5,1.57873
2018-04-10 01:00:00+00:00,0,27.78175,7.86E-06,0,20.6049,0.2222815,29926.5,1.527205
2018-04-10 04:00:00+00:00,0,0.9948235,7.07E-06,0.851313,0.4342565,10.6364,0,325.127
2018-04-10 05:00:00+00:00,0,0.9797045,6.94E-06,0.349785,0.393382,6.567385,0,323.7175
2018-04-10 06:00:00+00:00,0,1.0198,6.84E-06,0.365838,0.414465,7.96102,0,306.565
2018-04-10 07:00:00+00:00,0,0.994413,7.04E-06,0.378799,0.408831,7.471375,0,297.0715
2018-04-10 08:00:00+00:00,0,0.9732325,6.99E-06,0.3538165,0.3912635,6.926365,0,314.2705
2018-04-10 09:00:00+00:00,0,1.128345,6.99E-06,0.363342,0.4204115,7.59783,0,311.119
2018-04-10 10:00:00+00:00,0,1.13975,7.02E-06,0.355203,0.422393,6.94451,0,298.959
2018-04-10 11:00:00+00:00,0,1.14087,7.07E-06,0.3501065,0.421641,6.21749,0,311.3225
2018-04-10 12:00:00+00:00,0,1.130655,7.09E-06,0.35382,0.4122355,6.123175,0,313.758
2018-04-10 13:00:00+00:00,0,1.139675,7.06E-06,0.3500335,0.423408,6.367755,0,310.612
2018-04-10 14:00:00+00:00,0,1.121835,7.16E-06,0.3502905,0.4106025,5.69318,0,311.292
2018-04-10 15:00:00+00:00,0,1.15363,7.13E-06,0.3504195,0.433674,5.84079,0,296.7935
2018-04-10 16:00:00+00:00,0,1.15907,7.13E-06,0.351223,0.432408,5.88772,0,296.315
2018-04-10 18:00:00+00:00,0,5.3744,6.96E-06,0.370586,0.9200905,6.35293,26587,295.621
2018-04-10 19:00:00+00:00,0,1.272425,6.99E-06,0.359771,0.454685,5.922815,0,301.3465
2018-04-10 20:00:00+00:00,0,1.25385,7.05E-06,0.35068,0.4354805,6.00012,0,303.3775
2018-04-10 21:00:00+00:00,0,1.257465,7.01E-06,0.353039,0.441164,5.52533,0,290.3925
2018-04-10 22:00:00+00:00,0,1.25788,7.01E-06,0.3521065,0.4427845,5.340305,0,289.751
2018-04-10 23:00:00+00:00,0,1.27018,7.01E-06,0.356999,0.454254,5.65667,0,295.39
2018-04-11 00:00:00+00:00,0,1.26542,6.99E-06,0.35198,0.448866,5.30663,0,300.707
2018-04-11 01:00:00+00:00,0,1.2756,6.93E-06,0.358726,0.4555955,6.184045,0,297.432
2018-04-11 02:00:00+00:00,0,1.27046,7.05E-06,0.355035,0.441174,5.85667,0,300.699
2018-04-11 03:00:00+00:00,0,1.26211,6.96E-06,0.350057,0.439267,5.558755,0,304.569
2018-04-11 04:00:00+00:00,0,1.255575,7.02E-06,0.356173,0.441009,5.60429,0,304.3735
2018-04-11 05:00:00+00:00,0,5.69686,7.18E-06,0.3342835,0.741952,5.07344,29815.5,307.8745
2018-04-11 14:00:00+00:00,0,4.761395,7.06E-06,1.0128775,2.2181005,14.1359,7210,317.1085
2018-04-11 15:00:00+00:00,0,1.42117,7.05E-06,0.3738065,1.99313,5.644195,1,299.531
2018-04-11 16:00:00+00:00,0,1.098545,7.07E-06,0.35395,0.408205,6.261205,0,316.5175
2018-04-11 17:00:00+00:00,0,1.13404,6.90E-06,0.3573925,0.4315035,7.426885,0,309.6175
2018-04-11 18:00:00+00:00,0,26.63905,7.69E-06,0,14.916,0.2437825,29873,1.624855
2018-04-11 19:00:00+00:00,0,26.8673,7.79E-06,0,16.76985,0.234856,29875.5,1.581685
2018-04-11 20:00:00+00:00,0,1.10402,7.02E-06,0.356921,0.417271,6.9474,0,313.1
2018-04-11 21:00:00+00:00,0,1.11423,6.96E-06,0.3552425,0.41915,7.1194,0,311.407
2018-04-11 22:00:00+00:00,0,1.12367,6.93E-06,0.3565845,0.4244215,7.31189,0,310.971
2018-04-11 23:00:00+00:00,0,1.096575,7.01E-06,0.350993,0.4081805,6.697085,0,313.9375
2018-04-12 03:00:00+00:00,0,5.405365,6.92E-06,0.3572385,0.9059555,6.415475,26836.5,311.999
2018-04-12 04:00:00+00:00,0,1.26229,6.95E-06,0.34923,0.440324,5.99857,0,303.145
2018-04-12 05:00:00+00:00,0,1.27116,6.90E-06,0.3504105,0.4475205,5.97936,0,302.665
2018-04-12 06:00:00+00:00,0,1.26065,6.94E-06,0.350261,0.438262,5.71285,0,304.838
2018-04-12 07:00:00+00:00,0,1.19982,7.23E-06,0.358273,0.426994,4.22445,0,313.8395
2018-04-12 10:00:00+00:00,0,1.267145,6.97E-06,0.3525745,0.436935,5.28754,0,305.539
2018-04-12 11:00:00+00:00,0,1.26834,6.92E-06,0.353998,0.447056,5.79623,0,300.546
2018-04-12 12:00:00+00:00,0,1.25515,6.98E-06,0.3506525,0.436501,5.37195,0,303.7685
2018-04-12 13:00:00+00:00,0,1.26351,6.99E-06,0.35615,0.458011,5.66307,0,301.477
2018-04-12 14:00:00+00:00,0,5.13363,7.19E-06,0.528727,0.899985,7.72142,14027.5,302.8015
2018-04-12 15:00:00+00:00,0,1.02521,7.10E-06,0.353129,0.446208,6.01254,0,308.112
2018-04-12 16:00:00+00:00,0,0.971614,7.10E-06,0.351437,0.4199765,5.34423,0,313.2915
2018-04-12 17:00:00+00:00,0,0.968467,7.13E-06,0.3512445,0.4205965,5.26567,0,313.234
2018-04-12 18:00:00+00:00,0,1.16904,7.10E-06,0.349933,0.425797,5.368735,0,310.522
2018-04-12 19:00:00+00:00,0,1.174075,7.10E-06,0.3531195,0.423365,5.08541,0,311.0595
2018-04-12 20:00:00+00:00,0,1.17096,7.11E-06,0.3498715,0.425132,4.96736,0,311.02
2018-04-12 21:00:00+00:00,0,1.17231,7.03E-06,0.350502,0.426762,5.31782,0,310.819
2018-04-12 22:00:00+00:00,0,26.8052,7.73E-06,0,15.2014,0.2329335,29925,1.60776
2018-04-12 23:00:00+00:00,0,1.2274,7.07E-06,0.3458075,0.4528025,4.160285,0,313.709
2018-04-13 00:00:00+00:00,0,1.29072,7.05E-06,0.3597205,0.461744,6.476915,0,285.1855
2018-04-13 01:00:00+00:00,0,1.271645,7.09E-06,0.359504,0.4598105,6.470255,0,284.0435
2018-04-13 02:00:00+00:00,0,1.307015,7.00E-06,0.369425,0.464236,6.516115,0,281.671
2018-04-13 03:00:00+00:00,0,1.249715,6.95E-06,0.4316805,0.5143885,5.15481,0,279.656
2018-04-13 04:00:00+00:00,0,1.02615,6.96E-06,0.364162,0.470312,6.68821,0,293.065
2018-04-13 05:00:00+00:00,0,1.003595,6.99E-06,0.3570945,0.4269295,6.564345,0,309.9565
2018-04-13 06:00:00+00:00,0,1.1835,6.96E-06,0.355259,0.435219,6.568115,0,306.8495
2018-04-13 07:00:00+00:00,0,1.01966,6.96E-06,0.353615,0.4386805,6.583165,0,308.156
2018-04-13 08:00:00+00:00,0,1.012065,6.96E-06,0.3550455,0.438044,6.679975,0,307.566
2018-04-13 09:00:00+00:00,0,1.02965,6.90E-06,0.355483,0.4423185,7.05091,0,305.83
2018-04-13 10:00:00+00:00,0,1.00081,6.99E-06,0.354774,0.435187,6.463305,0,308.625
2018-04-13 11:00:00+00:00,0,1.032805,6.89E-06,0.3615745,0.44522,7.326825,0,303.813
2018-04-13 12:00:00+00:00,0,1.030285,6.90E-06,0.355544,0.4398755,7.17453,0,305.345
2018-04-13 13:00:00+00:00,0,1.01975,6.97E-06,0.3604875,0.4449895,7.210025,0,302.7315
2018-04-13 14:00:00+00:00,0,1.01074,6.95E-06,0.3565945,0.436506,6.662585,0,307.6785
2018-04-13 15:00:00+00:00,0,1.014375,6.95E-06,0.356684,0.4380945,6.671355,0,307.2285
2018-04-13 16:00:00+00:00,0,1.01019,6.96E-06,0.3557805,0.437637,6.561695,0,307.6545
2018-04-13 17:00:00+00:00,0,1.011185,6.96E-06,0.3580765,0.437211,6.602995,0,307.5815
2018-04-13 18:00:00+00:00,0,1.01855,6.94E-06,0.354946,0.439687,6.70582,0,306.963
2018-04-13 19:00:00+00:00,0,0.986906,7.05E-06,0.3514615,0.429232,5.98048,0,310.084
2018-04-13 20:00:00+00:00,0,1.0013,6.99E-06,0.355329,0.4314545,6.31295,0,308.537
2018-04-13 21:00:00+00:00,0,0.9725245,6.92E-06,0.346501,0.3894745,4.229215,0,334.27
2018-04-13 22:00:00+00:00,0,0.9661335,6.93E-06,0.344759,0.3863435,3.904975,0,335.7215
2018-04-13 23:00:00+00:00,0,0.964305,6.94E-06,0.344244,0.389023,3.77775,0,336.0385
2018-04-19 01:00:00+00:00,0,1.18529,6.97E-06,0.5655395,0.4190015,7.62059,0,307.3305
2018-04-19 02:00:00+00:00,0,1.180945,7.01E-06,0.5814,1.98744,8.704885,1.5,307.4595
2018-04-19 03:00:00+00:00,0,1.215425,6.97E-06,0.547311,1.73379,8.4193,1,304.9295
2018-04-19 04:00:00+00:00,,80.04225,6.93E-06,0.499929,69.29605,10.59595,24753.5,301.5435
2018-04-19 05:00:00+00:00,,28.58685,6.91E-06,0.5234425,107.8055,9.497075,8598,302.6475
2018-04-19 06:00:00+00:00,0,1.230915,6.91E-06,0.3551685,0.433976,6.200855,0,304.7615
2018-04-19 07:00:00+00:00,0,1.251925,6.82E-06,0.515896,0.4538775,9.370195,0,301.6575
2018-04-19 08:00:00+00:00,0,1.20306,6.94E-06,0.5774715,0.424293,8.187085,0,306.035
2018-04-19 09:00:00+00:00,0,1.237025,6.84E-06,0.5692195,1.71267,10.56995,1,301.513
2018-04-19 10:00:00+00:00,0,1.216935,6.90E-06,0.5498925,1.278195,9.043045,1,303.972
2018-04-19 11:00:00+00:00,0,1.21321,6.97E-06,0.540999,0.471835,8.37944,1,305.1085
2018-04-19 12:00:00+00:00,,87.6194,6.95E-06,0.3716715,83.5166,10.38995,27046.5,302.5865
2018-04-19 13:00:00+00:00,,17.535675,6.95E-06,0.5057835,36.29848,8.899615,5117,304.896
2018-04-19 14:00:00+00:00,0,1.21001,7.00E-06,0.528185,1.07059,7.01335,2,307.461
2018-04-19 15:00:00+00:00,0,1.246465,6.89E-06,0.4734785,1.684715,7.763835,2,303.871
2018-04-19 16:00:00+00:00,0,1.25044,6.99E-06,0.467335,2.4139,7.918145,5.5,300.7255
2018-04-19 17:00:00+00:00,0,1.310345,6.93E-06,0.452115,7.421485,8.371865,23.5,302.2465
2018-04-19 18:00:00+00:00,0,1.390395,6.92E-06,0.4394485,11.4382,7.16667,58,304.523
2018-04-19 19:00:00+00:00,0,1.43193,6.93E-06,0.4398615,12.5186,6.975915,67.5,304.71
2018-04-19 20:00:00+00:00,0,1.31247,6.87E-06,0.3710625,6.671125,6.88953,18.5,302.047
2018-04-19 21:00:00+00:00,0,1.57557,6.92E-06,0.5147355,16.8927,8.68451,115.5,304.3555
2018-04-19 22:00:00+00:00,0,1.32232,6.94E-06,0.5035795,7.87421,10.2139,48.5,298.6115
2018-04-19 23:00:00+00:00,,32.85475,6.90E-06,0.4648205,111.795,9.32265,9946,302.5885
2018-04-20 00:00:00+00:00,0,6.0109,6.94E-06,0.404723,5.89523,8.89428,23048,304.433
2018-04-20 01:00:00+00:00,0,1.30969,6.91E-06,0.42451,5.31073,6.54466,12,300.913
2018-04-20 02:00:00+00:00,0,1.2778,6.99E-06,0.4415375,2.348265,7.162955,4.5,299.7575
2018-04-20 03:00:00+00:00,0,1.2725,7.05E-06,0.381431,1.68849,7.0666,1,288.3105
2018-04-20 04:00:00+00:00,,20.5101,6.89E-06,0.3596,114.911,450.64,6042.5,302.04
2018-04-20 05:00:00+00:00,,20.4379,6.90E-06,0.358545,114.7225,449.3245,6026,302.4215
2018-04-20 06:00:00+00:00,0,1.30988,6.88E-06,0.399735,5.53817,8.24373,20,300.408
2018-04-20 07:00:00+00:00,0,1.16234,7.09E-06,0.35986,0.419564,5.8973,0,307.929
2018-04-20 08:00:00+00:00,0,1.11725,7.14E-06,0.35586,0.4111865,5.70624,0,309.5795
2018-04-20 09:00:00+00:00,0,1.160015,7.02E-06,0.356844,0.420116,6.36979,0,305.5855
2018-04-20 10:00:00+00:00,0,1.15787,7.03E-06,0.358664,0.417348,6.36235,0,305.909
2018-04-20 11:00:00+00:00,0,1.158315,7.12E-06,0.3604825,0.419291,5.86388,0,305.5515
